epoch,accuracy,loss,val_accuracy,val_loss
0,0.5790753960609436,0.6759869456291199,0.5804877877235413,0.6607522964477539
1,0.6350364685058594,0.6474310755729675,0.7658536434173584,0.627940833568573
2,0.6715328693389893,0.605811595916748,0.6000000238418579,0.6158843040466309
3,0.7262773513793945,0.5666448473930359,0.6048780679702759,0.6264023184776306
4,0.7347931861877441,0.5496958494186401,0.8048780560493469,0.5073276162147522
